MLS Number,Street Address,zip_code,county,age,Sq Ft Total,Lot size,Year Built
CROC21132700,26235 Buscador ,92692,Orange,41,2083,6000,1980
CRPW21134742,11822 Moen ST ,92804,Orange,66,1163,7200,1955
CROC21115381,10191 Dewey DR ,92840,Orange,66,1610,7683,1955
CNSR21138992,37031 Casa Grande AVE ,93550,Los Angeles,33,1865,6508,1988
ML81848305,1465 Benito AVE ,94010,San Mateo,69,1860,5734,1952
ML81852036,641 Spargur DR ,94022,Santa Clara,72,1520,13499,1949
ML81849718,716 Sycamore AVE ,94066,San Mateo,73,1200,5000,1948
BA321054452,220 Golden Brook LN ,94503,Napa,15,1682,3621,2006
BA321056875,2704 Soho LN ,94533,Solano,14,1725,1642,2007
ML81852754,425 Beverly ST ,94550,Alameda,29,1904,9210,1992
BA321067869,1687 Santiago AVE ,94558,Napa,47,1968,6064,1974
EB40956838,125 Windsor Ave ,94708,Alameda,70,1145,4200,1951
ML81850666,300 Tolak RD ,95003,Santa Cruz,33,4928,100188,1988
ME221080028,15670 Forest Hill DR ,95006,Santa Cruz,58,1274,37897,1963
ML81849301,5065 Severance DR ,95136,Santa Clara,48,1330,7500,1973
BA321055486,2328 Rowe DR ,95403,Sonoma,70,1412,6599,1951
ME221065457,11504 Coloma RD ,95670,Sacramento,31,1441,2914,1990
ME221070266,10896 Walnutwood WAY ,95670,Sacramento,58,1322,6778,1963
BA321050694,637 Grafton WAY ,95688,Solano,22,1822,5079,1999
ME221069741,9027 Longford WAY ,95762,El Dorado,19,3105,7405,2002
ME221066046,2410 Greenwich CT ,95765,Placer,28,3201,6421,1993
ME201901832,16832 Brewer RD ,95949,Nevada,32,1337,60548,1989
TM21-751564,4523 Ayla Lane ,90041,Los Angeles,0,2097,1403,2021
CRPW21135049,16529 Sweet Gum LN ,90603,Los Angeles,37,1772,5741,1984
CRPW21112157,1151 Buena Vista AVE ,90631,Orange,64,1148,4500,1957
CNSR21130518,11100 Chimineas AVE ,91326,Los Angeles,64,1838,11287,1957
CROC21149197,2925 Caballista Del Norte ,92673,Orange,35,1558,7500,1986
CROC21128770,27780 Espinoza ,92692,Orange,45,1503,3478,1976
CRIG21126648,1116 Nightcrest CIR ,92881,Riverside,26,1543,8276,1995
CNSR21131086,714 Appleton RD ,93065,Ventura,57,1638,7000,1964
BE40953431,2974 Bella Dr ,94519,Contra Costa,14,1861,2077,2007
ML81851599,770 Baltusrol DR ,95003,Santa Cruz,53,2103,13939,1968
ML81852908,2168 Avenida De Las Flores ,95054,Santa Clara,45,1850,6337,1976
ML81848258,3464 Walton WAY ,95117,Santa Clara,63,1875,8018,1958
ME221068711,3536 Allan Adale CT ,95355,Stanislaus,21,2688,12393,2000
BA321050881,498 Arroyo RD ,95476,Sonoma,107,1155,7802,1914
ME221062858,2863 Belden ST ,95815,Sacramento,86,1146,5227,1935
ME221065744,1171 48th ST ,95819,Sacramento,83,1044,4622,1938
ME221071006,2148 Stacia WAY ,95822,Sacramento,83,1051,6098,1938
CROR21137580,86 Kokanee DR ,95966,Butte,17,1520,8712,2004
CRNDP2106964,17892 Cabela DR ,92127,San Diego,44,2031,10300,1977
CRNDP2106549,4703 Caminito Eva ,92130,San Diego,23,2164,73395,1998
CRWS21131195,7498 Aster AVE ,92284,San Bernardino,61,1702,19000,1960
TM21-746920,16300 Trelaney RD ,92337,San Bernardino,32,1540,4000,1989
CRCV21124456,13343 Fern Hollow WAY ,92392,San Bernardino,16,2145,7756,2005
CROC21124620,27 Reserve ,92603,Orange,14,5639,15821,2007
CROC21107133,24072 Sprig ST ,92691,Orange,50,1425,7200,1971
CROC21124424,18 Harveston ,92692,Orange,27,2000,4500,1994
CRPW21124300,4940 E Crescent DR ,92807,Orange,2,3450,47916,2019
CRPW21124688,1132 Iris CIR ,92882,Riverside,45,1301,10454,1976
CROC21134947,13052 Knotty Pine ST ,93021,Ventura,37,1658,5948,1984
CNSR21124095,2378 Pinecrest ST ,93065,Ventura,53,2498,6500,1968
CC40956479,545 Warford ,94591,Solano,68,1015,5662,1953
EB40953672,3436 Kingsland Ave ,94619,Alameda,96,1127,2418,1925
BA321053040,1652 Calle Ranchero ,94954,Sonoma,35,1388,6617,1986
ML81848644,21751 Virdelle DR ,95033,Santa Cruz,47,2833,21900,1974
ME221067872,2163 Kapreil WAY ,95334,Merced,15,2794,5502,2006
BA321049681,205 Vista CT ,95472,Sonoma,48,2170,14950,1973
BA321053302,1288 Seghesio WAY ,95492,Sonoma,16,1912,3267,2005
ME221042622,11165 Rosemary DR ,95603,Placer,33,2229,14797,1988
ME221070070,8107 Oahu DR ,95628,Sacramento,63,1712,10454,1958
BA321064808,225 Cheyenne DR ,95688,Solano,44,2053,8276,1977
ME221060025,7028 Cordially WAY ,95757,Sacramento,8,2537,6050,2013
ME221038973,1612 Gannon DR ,95825,Sacramento,64,1643,11326,1957
ME201900831,14578 Colter WAY ,95954,Butte,15,2119,49223,2006
ME202001371,328 Canyon Highlands DR ,95966,Butte,67,1842,24394,1954
TM21-741996,3959 Lorado WAY ,90043,Los Angeles,75,2559,8819,1946
TM21-748228,2222 Laurel Canyon BLVD ,90046,Los Angeles,83,1100,7800,1938
TM21-747048,2630 Midvale AVE ,90064,Los Angeles,76,1584,5500,1945
CROC21143521,4882 Park AVE ,90630,Orange,54,1653,6300,1967
CRBB21130569,4167 Morro DR ,91364,Los Angeles,69,564,5112,1952
CRCV21125613,6752 Fairwinds CT ,91701,San Bernardino,23,2337,6780,1998
CRDW21126485,620 Alturas RD ,92028,San Diego,71,1052,12197,1950
CREV21124659,1621 Valley Falls AVE ,92374,San Bernardino,20,2431,7540,2001
CRSW21124656,27308 Delphinium AVE ,92555,Riverside,16,3666,6970,2005
CROC21120928,408 Camino Flora ,92673,Orange,19,2414,6530,2002
CROC21123266,29 Carriage Ln ,92705,Orange,23,2323,6595,1998
CRPW21122421,345 S California ST ,92866,Orange,60,1554,8220,1961
CRV0-219000916,1095 E Meta ST ,93001,Ventura,101,1028,5000,1920
CRPI21137827,624 E Monroe ST ,93454,Santa Barbara,59,1288,6970,1962
CRNS21028439,435 Jacob WAY ,93465,San Luis Obispo,15,2076,18295,2006
ML81848660,839 Blandford BLVD ,94062,San Mateo,82,3110,17464,1939
SF421561146,126 Arguello BLVD ,94118,San Francisco,90,3516,2853,1931
BE40953917,2615 BUENA VISTA AVENUE ,94501,Alameda,135,3886,6174,1886
CC40955180,260 Augustine Dr ,94553,Contra Costa,33,2153,7200,1988
CC40955960,509 Lassen Way ,94561,Contra Costa,16,1686,4500,2005
BA321051285,407 Kinsmill CT ,94585,Solano,32,1759,4038,1989
ML81848126,3025 San Andreas DR ,94587,Alameda,51,1556,5500,1970
CC40953592,1911 Griffin Dr ,94589,Solano,64,1116,7405,1957
EB40953681,415 Scenic ,94611,Alameda,43,3068,13159,1978
BA321050747,69 Hollyleaf WAY ,94949,Marin,18,2215,4234,2003
ML81848197,459 Patricia CT ,95035,Santa Clara,59,1102,6471,1962
ME221070241,8546 Pershing AVE ,95628,Sacramento,62,1800,10019,1959
ME221071402,241 Baurer CIR ,95630,Sacramento,32,2918,10001,1989
ME221069976,6285 Oak Hill DR ,95746,Placer,35,2982,35157,1986
ME221067703,7004 Danberg WAY ,95757,Sacramento,16,3927,7475,2005
ME221064829,1448 38th AVE ,95822,Sacramento,71,1212,5227,1950
ME221065384,8941 Autumnwood DR ,95826,Sacramento,45,1869,6974,1976
ME221069413,3352 Gray Mare WAY ,95843,Sacramento,32,2134,8276,1989
CRPW21117848,11358 Lakeland RD ,90650,Los Angeles,71,1528,7329,1950
CRPW21126146,2431 San Francisco AVE ,90806,Los Angeles,77,1030,8793,1944
CRAR21124455,1856 Harding AVE ,91001,Los Angeles,83,1658,9552,1938
CNSR21126342,15001 Lassen ST ,91345,Los Angeles,68,1575,7398,1953
CRNDP2106227,1540 Copper Court ,92078,San Diego,19,2955,6468,2002
CRNDP2106809,4982 Concannon Ct ,92130,San Diego,26,4130,11884,1995
CREV21136851,1529 Sandy Hill DR ,92320,Riverside,8,2285,10019,2013
CRIV21123760,3555 Gay WAY ,92504,Riverside,66,1344,6970,1955
CRCV21132990,3969 Rancho Del Oro DR ,92505,Riverside,34,1905,9583,1987
CROC21129651,27072 Via Cocida B,92675,Orange,49,1680,1715,1972
CROC21110936,34 Celestine CIR ,92694,Orange,19,2800,4358,2002
CRPW21124782,5742 Trinette AVE ,92845,Orange,56,1440,6000,1965
ML81848476,131 Pecks LN ,94080,San Mateo,64,1040,9940,1957
CC40953635,240 Laurelglen Court ,94506,Contra Costa,32,3237,8174,1989
ME221065671,4839 Braemar ST ,94531,Contra Costa,6,2333,4791,2015
BA321056345,1206 Catamaran CT ,94533,Solano,20,2700,6229,2001
BA321050768,129 Chapel Hill RD ,94949,Marin,20,5062,28044,2001
BA321051799,8970 Oak Grove AVE ,95472,Sonoma,69,1532,19136,1952
ME221068342,101 Snapdragon PL ,95648,Placer,15,1549,9544,2006
ME221065305,1816 Burnett WAY ,95818,Sacramento,93,1136,3920,1928
ME221074414,7591 Sailfish WAY ,95831,Sacramento,34,1374,4792,1987
ME221066508,912 Rio Robles AVE ,95838,Sacramento,13,1673,10228,2008
ME221067638,1691 Wildflower CIR ,95993,Sutter,30,1445,4792,1991
CNSR21132238,14433 Sayre ST ,91342,Los Angeles,70,1521,6048,1951
CNSR21127761,38 Meadowlark LN ,91377,Ventura,43,1672,1976,1978
CROC21132334,3159 Allenton AVE ,91745,Los Angeles,61,2068,16373,1960
CRCV21126213,1701 Darby ST ,92407,San Bernardino,69,1271,7500,1952
CROC21110265,19 Augusta ,92679,Orange,26,4414,10400,1995
CRLG21149146,13422 Palomar ST ,92683,Orange,65,1171,7150,1956
CRPW21148447,1542 Valencia AVE ,92870,Orange,113,3611,25000,1908
CRV0-219013567,165 E Barnett ST ,93001,Ventura,95,1250,6987,1926
SF421561545,116 Avila ST ,94123,San Francisco,97,1646,2495,1924
ML81848909,811 S Eldorado ST ,94402,San Mateo,95,940,6080,1926
BE40954835,3018 Paseo Granada ,94566,Alameda,30,3034,6500,1991
BA321053664,419 Sunnyvale DR ,95448,Sonoma,56,1499,8200,1965
ME221060661,797 Krypton CT ,95691,Yolo,14,1300,2178,2007
ME221064883,3 Baylor PL ,95695,Yolo,50,2575,18622,1971
ME221068028,4290 67th ST ,95820,Sacramento,81,1160,5227,1940
ME221070415,4500 Belcrest WAY ,95821,Sacramento,61,1937,10890,1960
ME221068002,3309 Wemberley DR ,95864,Sacramento,69,930,5663,1952
ME202003240,28 La Cresenta DR ,95965,Butte,70,910,9148,1951
CRPW21088059,6518 E Don Julio ST ,90815,Los Angeles,69,1625,5822,1952
CNSR21124931,1493 Strawberry Hill RD ,91360,Ventura,57,1871,19656,1964
CNSR21121182,13507 Bessemer ST ,91401,Los Angeles,68,1477,6215,1953
TM21-750720,10542 Bloomfield ST ,91602,Los Angeles,83,1986,6022,1938
CRWS21122502,19390 Dairen ST ,91748,Los Angeles,57,1220,5726,1964
CRAR21133450,24332 Delta DR ,91765,Los Angeles,36,3253,11036,1985
CROC21137182,1744 Blue Ridge DR ,91766,Los Angeles,43,1802,7358,1978
CRNDP2106500,1676 Andorre Gln ,92029,San Diego,30,3001,33976.8,1991
CRIV21125820,19170 Tecumseh RD ,92307,San Bernardino,36,2150,33000,1985
CRTR21135396,13654 Star Ruby AVE ,92880,Riverside,13,4288,7405,2008
CRSC21120232,6474 Alta Pradera LN ,93422,San Luis Obispo,12,2106,152896,2009
CRMD21143252,651 San Andrea AVE ,93637,Madera,14,1875,7405,2007
ML81850794,1024 La Cuesta RD ,94010,San Mateo,68,2490,17410,1953
EB40953711,106 Whitney Ct ,94561,Contra Costa,5,3476,6273,2016
BA321051378,8375 Windmill Farms DR ,94931,Sonoma,40,1156,1782,1981
ME221065778,5500 Thompson Hill RD ,95667,El Dorado,44,1792,146362,1977
ME221068062,8408 Sierra Sunset DR ,95828,Sacramento,37,1448,6098,1984
ME221070295,6616 Buckhorn DR ,95842,Sacramento,59,1968,7841,1962
CRSB21128427,23757 Pasatiempo LN ,90710,Los Angeles,52,1515,5827,1969
CNSR21127040,28266 Alaminos DR ,91350,Los Angeles,43,1547,6504,1978
CRSW21095333,5540 Meadowbrook CT ,91739,San Bernardino,25,2003,24000,1996
CRIV21124029,3391 Mono DR ,92506,Riverside,68,1527,10890,1953
CRIG21123773,20631 Spring ST ,92507,Riverside,6,1698,7405,2015
CRSW21128450,1200 Cragstone DR ,92545,Riverside,16,2470,9148,2005
CROC21128812,6 Style DR ,92656,Orange,20,1972,4121,2001
CRNP21148570,337 Via Lido Soud ,92663,Orange,75,3157,2970,1946
CROC21121856,34 Albergar ,92672,Orange,32,1206,3990,1989
CNSR21130554,4411 Calle Mapache ,93012,Ventura,24,1609,5747,1997
ML81849395,137 Heather DR ,94027,San Mateo,14,8803,39996,2007
EB40956553,4116 N Anchor Ct ,94505,Contra Costa,23,1484,4746,1998
EB40955485,280 Alta St ,94513,Contra Costa,7,1763,3046,2014
BE40954258,28095 E 12th St ,94544,Alameda,78,936,4316,1943
BE40953872,187 Donner Ave ,94551,Alameda,62,1042,5109,1959
CC40959081,59 Vista Encinos ,94556,Contra Costa,0,3516,114955,2021
ML81848697,6 Blackberry LN ,95006,Santa Cruz,43,1960,114998.4,1978
ML81849677,1499 Montalban DR ,95120,Santa Clara,56,2278,8682,1965
ME221063086,1893 Caversham WAY ,95630,Sacramento,16,2668,12637,2005
ME221053230,133 Edinburgh CT ,95661,Placer,13,1777,12876,2008
ME221048749,2104 Farnsworth WAY ,95670,Sacramento,59,1344,10019,1962
ME221072392,581 6th AVE ,95818,Sacramento,80,1206,5227,1941
ME221067651,7277 Larkin RD ,95953,Sutter,29,1850,36155,1992
TM21-751562,6002 7Th AVE ,90043,Los Angeles,97,1000,3202,1924
CNSR21136514,9413 Mclennan AVE ,91343,Los Angeles,59,1664,7714,1962
CRCV21052597,910 Pomona CT ,91711,Los Angeles,63,2171,15813,1958
CROC21140520,58112 Pimlico ST ,92284,San Bernardino,35,1500,20000,1986
CRIV21125367,15181 Grand AVE ,92530,Riverside,68,2225,52272,1953
CRCV21132239,21213 SHAKESPEARE CT ,92557,Riverside,29,1739,9148,1992
CRPW21130534,43128 Corte Calanda ,92592,Riverside,30,1956,5663,1991
CRNP21133432,10803 E Los Jardines ,92708,Orange,57,1546,2226,1964
CRSB21129225,2365 Marks DR ,92782,Orange,26,2093,4275,1995
CRV0-219003358,250 Palomares AVE ,93003,Ventura,68,2010,7290,1953
CRV0-219011783,4251 Browning DR ,93033,Ventura,43,1675,6098,1978
ML81849577,"'"1595 '"'"C'"'" Josselyn Canyon RD '"",93940,Monterey,47,1744,20038,1974
BE40954776,38721 Farwell Dr ,94536,Alameda,58,1968,7875,1963
EB40953838,883 Adams Ave ,94550,Alameda,62,1471,6237,1959
BA321053886,136 Griffen LN ,94558,Napa,21,2454,9814,2000
ML81848547,7577 Trotter WAY ,94566,Alameda,27,2143,6089,1994
BA321064998,504 Wallace AVE ,94590,Solano,85,1535,5175,1936
CC40953424,1077 Rudgear Rd ,94596,Contra Costa,42,2604,7615,1979
ML81848049,1471 Hall AVE ,95023,San Benito,29,2000,7000,1992
ME221070943,543 S Acacia AVE ,95366,San Joaquin,73,912,5911,1948
CRLC21125920,12421 Lakeshore DR ,95422,Lake,121,1100,3235,1900
ME221065419,2017 Ahoy CT ,95762,El Dorado,34,2363,14810,1987
ME221064844,8053 Angelica PL ,95829,Sacramento,33,1362,7728,1988
ME201903237,1800 Aristocracy DR ,95981,Yuba,43,1440,9583,1978
CRWS21133250,2111 S Highland AVE ,90016,Los Angeles,96,1728,6001,1925
CRP1-5157,717 N Madison AVE ,90029,Los Angeles,98,1344,6386,1923
TM21-747808,8617 Lookout Mountain AVE ,90046,Los Angeles,29,1655,2518,1992
CRNDP2106801,5283 Shore ,92008,San Diego,68,1060,6000,1953
CRCV21127874,898 Snowbird RD ,92397,San Bernardino,52,1096,7200,1969
CRIV21129092,3643 SAINT AUSTELL WAY ,92571,Riverside,17,2445,4356,2004
CRSW21134177,41918 Kaffirboom CT ,92591,Riverside,34,856,7405,1987
CROC21134729,21991 Sandra ST ,92630,Orange,42,2751,6215,1979
CROC21118072,513 13th ST ,92648,Orange,67,760,2938,1954
CROC21069211,11 Paseo Vespertino ,92688,Orange,23,1735,2826,1998
CRPI21137765,841 Greenbriar AVE ,93065,Ventura,49,1430,9100,1972
CNSR21127195,8829 Mora CT ,93536,Los Angeles,14,2265,7703,2007
ML81848718,46054 Meadowbrook DR ,93930,Monterey,32,1868,12491,1989
ML81850823,1580 La Honda RD ,94062,San Mateo,66,2970,41382,1955
EB40955653,2624 Sheldon Dr ,94803,Contra Costa,66,1126,14700,1955
ME221064930,10093 River Park CIR ,95209,San Joaquin,22,2533,7031,1999
ME221063184,2401 Telegraph-Hill ,95762,El Dorado,36,2986,20038,1985
ME202000339,1449 Olive Grove LN ,95965,Butte,44,1368,16117,1977
CROR21128621,50 La Cresenta DR ,95965,Butte,70,1586,10019,1951
CRDW21128736,15715 S Haskins AVE ,90220,Los Angeles,68,1573,5503,1953
CNSR21124138,9842 N Lassen CT ,91345,Los Angeles,3,1717,2000,2018
CRIV21114430,11988 Redwood DR ,92337,San Bernardino,34,1201,6000,1987
CRCV21124144,10224 Whitehaven ST ,92344,San Bernardino,26,2478,95396,1995
CRIV21132889,341 W 49th ST ,92407,San Bernardino,67,946,7920,1954
CRSW21134594,820 Oriole CT ,92530,Riverside,42,1142,2614,1979
CRSW21115540,41057 Robards WAY ,92562,Riverside,20,3092,7405,2001
CROC21128451,17442 Mira Loma CIR ,92647,Orange,55,2106,7000,1966
CROC21130533,5520 Costa Escondida ,92673,Orange,20,2594,9297,2001
CROC21127044,25112 Monte Verde DR ,92677,Orange,55,2055,7488,1966
CRNP21148183,10 Tattersall ,92677,Orange,36,5045,15700,1985
CROC21119075,22 Milagro ,92688,Orange,24,1614,3173,1997
SF421567472,701 Scott ST ,94117,San Francisco,121,5049,3297,1900
CC40954200,151 Beryl Ct ,94547,Contra Costa,33,2283,7848,1988
BE40954922,1126 3Rd St ,94572,Contra Costa,48,1520,6250,1973
ML81849757,87 Lawrence AVE ,95076,Santa Cruz,43,1584,7144,1978
ML81849323,1132 Woodborough PL ,95116,Santa Clara,22,1813,5406,1999
ME602163,3407 Hostetter RD ,95132,Santa Clara,49,1283,6068,1972
ME221069473,1736 Idalou AVE ,95350,Stanislaus,70,1052,7022,1951
ME221071189,12743 Quicksilver ST ,95386,Stanislaus,18,1209,6451,2003
ME221066076,4985 Lorin CT ,95602,Placer,44,1380,59677,1977
ME221066387,1721 Chelsea WAY ,95661,Placer,37,1695,9914,1984
ME221068849,3517 Rosecrest CIR ,95762,El Dorado,7,2317,9148,2014
TM21-747012,909 Stanley AVE ,90046,Los Angeles,99,1619,5340,1922
CRPTP2104560,1344 Del Sol LN ,92154,San Diego,52,1530,10100,1969
CRIV21123313,19899 San Luis Rey LN ,92508,Riverside,16,3186,7405,2005
CROC21134146,45856 Camino Rubi ,92592,Riverside,14,2916,13939,2007
CROC21118806,400 S Flower ST 133,92868,Orange,49,1602,873,1972
CRCV21124004,13529 Pheasant WAY ,92880,Riverside,21,2345,6970,2000
ML81852246,9 Vasquez TRL ,93923,Monterey,15,11853,753588,2006
ML81848188,201 Glasgow LN ,94070,San Mateo,30,2928,10895,1991
SF421568372,35 Valley ST ,94110,San Francisco,126,888,3096,1895
SF421561800,3922 17th ST ,94114,San Francisco,121,4185,5196,1900
SF421561793,2645 Greenwich ST ,94123,San Francisco,113,2300,3436,1908
EB40953851,2205 Robles Dr ,94509,Contra Costa,44,2118,14964,1977
EB40954906,1834 Taylor Rd ,94511,Contra Costa,29,2128,11424,1992
CC40954002,1551 SAINT HELENA DRIVE ,94526,Contra Costa,46,2952,9600,1975
ME201901341,651 Briergate ,94544,Alameda,63,1408,6011,1958
BA321058948,773 Kearney ,94559,Napa,46,3700,17860,1975
BE40955497,2588 Tomales Bay Dr ,94565,Contra Costa,7,2810,9487,2014
BA321051634,26 Sunview AVE ,94960,Marin,67,1835,5502,1954
ML81848556,8855 El Matador DR ,95020,Santa Clara,55,3258,101140,1966
ML81848482,162 Maricopa DR ,95032,Santa Clara,63,1388,6233,1958
ML81849378,16510 Topping WAY ,95032,Santa Clara,74,1804,10839,1947
ML81848550,2638 Glenbriar DR ,95070,Santa Clara,33,1456,6146,1988
ME221073525,1317 Picardy DR ,95351,Stanislaus,83,1014,8237,1938
BA321051082,115 Fredricks Ranch LN ,95472,Sonoma,69,2254,29647,1952
BA321055460,160 Melody CT ,95476,Sonoma,37,1606,5502,1984
ME221066350,11956 Pericles DR ,95742,Sacramento,16,2487,8468,2005
ME221045369,7660 Roman Oak WAY ,95831,Sacramento,38,2000,8276,1983
ME221072925,2749 Bridgeford DR ,95833,Sacramento,50,1206,5663,1971
ME202000712,3330 Fallbrook AVE ,95966,Butte,62,951,4792,1959
CRP1-5153,11818 Cheshire ST ,90650,Los Angeles,67,741,2622,1954
CNSR21127157,27667 Camellia DR ,91350,Los Angeles,3,3723,8100,2018
CRSB21136546,7903 Paso Robles AVE ,91406,Los Angeles,70,2053,14145,1951
CRPTP2104379,8588 Dubonnet ST ,92123,San Diego,64,1161,6500,1957
CROC21128543,18 Knotty Oak CIR ,92679,Orange,20,4840,10730,2001
CRPW21135831,151 N Shaffer ST ,92866,Orange,134,1250,7361,1887
CRIG21132531,3227 Shining Star LN ,92881,Riverside,24,1886,4356,1997
ME221056179,538 Betten ST ,93635,Merced,2,1492,3136,2019
ML81849970,441 Kehoe AVE ,94019,San Mateo,45,1770,8400,1976
ML81850748,1224 Arbor CT ,94040,Santa Clara,58,2822,9102,1963
EB40954434,5636 Leitrim Way ,94531,Contra Costa,16,3150,7043,2005
BE40956467,38528 Rockrose Ct ,94560,Alameda,58,1522,7313,1963
BE40954775,1550 Thurlow Way ,94582,Contra Costa,14,1952,3522,2007
ME221066298,1601 Bishop AVE ,95326,Stanislaus,44,1736,9662,1977
ME221072355,1328 Pecos AVE ,95351,Stanislaus,48,1050,6077,1973
ME221070160,8809 Flying Hawk CT ,95624,Sacramento,25,1889,8808,1996
ME221065141,3146 El Tejon RD ,95682,El Dorado,40,1681,13504,1981
ME221067937,5038 Chelshire Downs RD ,95746,Placer,28,2385,16814,1993
ME221065404,1711 Evergreen DR ,95747,Placer,31,1902,6107,1990
ME221069000,1135 Lost Trail DR ,95961,Yuba,3,2524,10019,2018
ME202001499,40250 State Highway 172 ,95963,Glenn,71,3000,20473,1950
ME201900760,1432 Tehama AVE ,95965,Butte,84,1282,43996,1937
ME202002306,5481 Scottwood RD ,95969,Butte,13,1871,39640,2008
TM21-749582,1419 Avenida De Cortez ,90272,Los Angeles,48,3267,6310,1973
CRSB21132619,3220 W 188th ST ,90504,Los Angeles,71,784,5001,1950
CNSR21126614,24244 Kirby CT ,91354,Los Angeles,20,1995,3434,2001
CRND21113105,13002 Gate Dr ,92064,San Diego,31,1866,6000,1990
CREV21114580,24461 Saint James DR ,92553,Riverside,45,1010,6970,1976
CRSW21137672,28377 Raintree DR ,92584,Riverside,19,2121,6098,2002
CRNP21127116,2132 E Ocean BLVD ,92661,Orange,62,905,3268,1959
CROC21104638,5 Calle Albarda ,92688,Orange,32,1660,7475,1989
CRPW21127794,381 Prospect ,92780,Orange,58,1184,2730,1963
CRV0-220002414,1520 Patricia ST ,93030,Ventura,52,1863,6371,1969
CNSR21144879,43751 Beech AVE ,93534,Los Angeles,64,1363,7063,1957
CNSR21124913,4114 W Avenue J9 ,93536,Los Angeles,17,2241,8143,2004
ML81848351,1228 Carlton AVE ,94025,San Mateo,72,1585,6000,1949
BA321056642,68 Lagoon RD ,94920,Marin,65,1954,7675,1956
ML81849145,10990 Maria Rosa WAY ,95014,Santa Clara,49,2248,7245,1972
ME221074465,657 Westchester ,95630,Sacramento,17,4165,9744,2004
ME221074354,5210 Meadow Croft LN ,95664,El Dorado,42,1840,217800,1979
ME221074264,10376 Spiva RD ,95829,Sacramento,62,2517,216929,1959
ME202101049,3001 Nystrom CT ,95953,Sutter,16,1733,6534,2005
ME202001135,2590 Oro Garden Ranch RD ,95966,Butte,56,1956,90605,1965
TM21-751398,3416 Buckingham RD ,90016,Los Angeles,67,2200,5232,1954
TM21-746730,21165 Entrada RD ,90290,Los Angeles,29,2680,21119,1992
CRNDP2107206,408 Palmac ST ,92069,San Diego,47,1502,8800,1974
CRPW21123163,1312 Belfast AVE ,92626,Orange,63,1262,6300,1958
CROC21131851,18385 Santa Yolanda CIR ,92708,Orange,49,2902,6248,1972
CRV0-219002247,3091 Channel DR ,93003,Ventura,66,1204,6044,1955
EB40953907,5472 Mountain Ridge Way ,94531,Contra Costa,4,2803,6606,2017
ME221065008,237 Briar DR ,94553,Contra Costa,40,1717,7405,1981
CC40954615,2313 Kenneth Ln ,94561,Contra Costa,12,2339,7000,2009
ML81848563,155 Massol AVE ,95030,Santa Clara,18,3150,9234,2003
ME221072947,2828 Tecumseh LN ,95206,San Joaquin,17,1653,5410,2004
BA321059795,3700 Barnes RD ,95403,Sonoma,62,1856,43560,1959
BA321051803,20954 Highway 1 ,95450,Sonoma,54,1400,10433,1967
